time,distance,new_price
15:56,1.98,31790.25
02:49,5.62,108425.23
17:09,6.5,147944.01
13:33,5.64,89266.57
17:25,11.47,257902.51
01:29,5.39,89593.54
21:08,4.88,68145.76
02:45,2.44,41198.49
15:50,6.88,96443.39
08:30,1.96,38331.13
03:41,12.31,234773.65
00:54,6.93,125932.46
03:03,18.08,319131.52
00:05,5.44,96532.98
13:13,7.1,105718.14
20:03,3.9,53537.88
15:25,4.39,62821.44
19:46,2.65,42531.54
23:47,2.17,40704.02
07:38,4.93,104406.14
06:16,4.37,65339.21
02:18,2.62,45213.0
16:50,2.86,64091.35
00:48,4.56,83327.98
15:05,2.59,40574.41
11:28,5.36,74991.46
18:10,2.64,61767.1
21:15,5.09,74043.61
22:29,2.52,45402.11
21:24,2.53,38711.77
13:39,1.38,20584.76
05:10,4.14,75350.74
05:06,9.27,156095.33
12:25,9.01,133360.21
18:55,5.27,115104.58
21:21,1.65,22671.73
07:24,6.83,137195.96
01:18,5.02,91847.98
20:30,3.66,51532.77
00:25,8.2,139691.15
14:41,6.1,92414.44
00:40,11.95,229618.51
04:35,2.22,41869.02
15:22,2.31,37421.23
18:46,2.51,57112.83
03:12,3.89,68905.46
02:24,9.92,185307.61
16:01,3.28,71477.57
16:01,3.32,70422.25
11:15,5.52,80248.33
13:08,6.83,98361.25
20:27,1.46,22740.78
05:12,7.54,136831.91
02:34,3.23,54629.84
08:40,4.26,94635.1
04:12,9.11,166490.88
23:30,4.02,71885.34
16:20,2.08,49612.21
13:31,2.14,29580.91
20:53,4.42,70091.23
02:33,3.79,66711.37
00:07,4.62,85811.61
19:58,3.67,59742.64
20:40,8.34,125499.28
22:47,4.54,75177.48
00:01,1.86,30787.32
02:37,6.74,117918.3
17:31,11.62,271379.23
09:53,4.84,98619.86
21:39,5.03,73014.55
02:57,3.03,57211.21
07:27,3.97,78799.49
13:36,5.76,92438.91
23:40,7.89,136517.11
17:00,5.6,118488.22
14:40,11.12,154076.94
21:09,4.71,77009.73
22:54,2.56,45667.11
01:03,2.59,44808.75
09:34,8.31,174995.88
01:09,7.42,137532.63
16:46,1.97,43239.59
07:10,4.04,87482.87
00:13,4.11,70923.85
08:37,3.08,61055.49
10:11,2.21,33540.59
21:44,3.04,42475.1
15:16,2.78,45413.35
06:15,2.24,30251.79
09:34,6.78,147662.87
22:01,5.16,89514.28
02:10,3.55,67652.84
17:40,1.59,33710.0
23:02,3.86,74710.41
12:28,5.82,80278.32
06:17,3.1,49205.64
03:19,2.52,45525.61
12:46,4.21,62334.83
19:13,5.3,75991.37
00:33,1.65,31366.54
07:48,8.82,177272.35
13:53,2.4,37591.72
15:30,3.63,53826.07
13:57,8.09,133449.38
11:39,4.77,73168.5
18:41,7.75,165230.7
22:57,9.75,173071.94
14:17,2.16,29591.21
01:29,7.04,122121.44
01:24,8.69,152422.2
22:18,3.71,70786.23
21:07,3.86,61889.71
18:27,1.72,36221.4
21:07,6.62,99985.47
21:30,1.26,17880.98
16:02,7.27,159754.66
19:02,2.21,29923.82
09:43,8.98,195375.44
05:21,5.46,105733.37
14:16,7.42,105082.91
21:35,2.99,43358.59
10:16,2.3,32486.22
04:13,1.86,35794.11
00:50,7.73,127824.92
07:08,6.24,132674.88
20:29,6.35,102389.99
11:20,5.18,72891.96
11:11,5.88,89821.56
04:36,3.87,64501.89
06:31,5.39,85988.84
03:10,2.92,50583.89
05:19,3.78,73502.26
12:34,20.53,333867.28
19:52,4.57,71734.03
14:46,1.67,25068.4
02:45,3.65,68686.28
22:10,2.64,44614.94
07:51,4.85,99150.9
19:07,2.87,39015.9
15:03,4.03,62223.13
12:26,3.1,49276.31
17:43,4.95,117908.5
09:39,3.27,70606.21
18:37,5.36,124266.9
16:46,11.87,281234.94
23:29,2.52,48587.78
18:43,6.44,144644.92
22:47,1.31,22125.05
04:47,3.99,71405.38
20:26,5.03,76222.37
22:20,3.08,56715.79
08:51,1.83,41197.98
11:19,4.4,71467.19
20:59,9.64,141622.2
00:03,4.17,70144.25
00:10,5.93,101591.21
14:12,7.87,110390.6
01:08,15.42,270918.63
21:03,2.65,42713.03
15:11,2.79,41306.13
07:08,3.87,82102.65
12:12,6.1,85579.92
20:47,1.4,21036.69
00:25,6.21,118826.04
15:37,4.83,76357.91
06:41,3.43,47162.5
04:12,5.54,105818.08
21:38,6.99,100141.62
22:27,7.49,138604.91
02:57,4.51,76478.46
11:18,5.28,81891.84
15:23,5.18,70439.41
18:18,8.29,189131.78
04:48,5.42,99984.2
21:12,6.19,88076.81
13:12,7.0,114224.48
04:57,11.93,198535.18
14:27,3.34,54085.56
16:52,10.1,223742.84
13:01,15.42,241167.84
19:09,3.45,53350.76
04:21,4.02,68381.13
11:12,3.62,52297.74
15:57,6.22,93917.01
15:08,1.77,28338.41
20:32,3.49,57132.33
06:13,3.91,53007.48
03:47,3.74,65689.82
00:19,3.72,68884.35
04:14,3.51,63456.39
22:31,6.61,127779.08
09:32,5.87,114679.8
21:16,10.5,155589.38
04:23,6.62,122496.68
03:29,2.59,44405.53
01:12,4.12,76884.72
19:58,3.9,53649.04
09:46,5.09,106178.59
18:47,7.74,178281.95
00:15,4.92,85084.06
23:01,4.92,82347.13
04:16,4.5,87252.08
12:31,6.72,109164.92
03:42,3.37,65011.85
15:07,2.16,35549.97
23:51,6.19,105496.71
15:02,5.41,75545.41
22:11,8.69,144210.07
01:19,1.33,25525.44
16:15,4.26,99135.43
19:13,4.73,72799.6
23:15,2.11,40600.74
11:58,4.29,65343.35
17:52,8.11,173529.41
02:48,12.72,216603.54
00:42,7.32,123756.14
00:48,3.81,66390.5
18:50,8.42,186433.64
10:53,7.07,112328.08
04:32,3.52,60060.21
11:29,3.35,52522.36
02:58,4.12,74043.87
00:11,2.65,51673.12
00:14,3.84,72243.47
07:17,5.72,128091.34
09:27,7.53,154624.16
10:22,3.71,51430.99
11:13,8.97,134752.41
12:29,6.2,86054.17
11:32,6.35,95046.47
13:44,2.83,40505.6
01:14,11.07,198891.34
18:06,5.91,140952.18
17:14,3.79,82984.15
02:51,3.47,67683.69
22:41,3.84,65955.79
16:45,2.69,58244.52
07:37,7.35,155252.17
09:45,2.83,62443.91
01:55,5.18,97127.71
18:56,3.58,82924.13
08:53,6.27,127533.09
06:43,6.71,91015.82
03:10,3.25,55168.52
20:28,4.41,64106.49
17:30,2.18,52081.63
12:24,10.49,170534.67
10:51,7.64,107803.86
23:53,2.23,41658.95
03:23,2.91,52984.7
20:56,4.19,57185.24
03:18,4.57,80490.39
09:01,3.18,66653.35
04:21,2.53,46779.91
08:19,5.46,111307.99
23:32,10.69,206422.03
02:07,4.61,82240.84
16:24,3.87,84230.31
02:45,3.68,64127.86
15:08,2.59,40806.35
03:33,3.2,58997.27
17:56,7.91,183708.61
16:22,1.59,34813.74
06:04,4.64,67212.4
23:54,4.54,80397.71
22:24,4.76,81148.02
04:07,6.45,119752.24
11:15,4.62,66947.23
16:53,3.57,78499.67
22:47,3.23,55860.8
12:44,8.58,127452.39
22:51,7.54,141915.21
02:14,18.89,359105.76
08:00,3.89,85337.14
16:21,3.26,74473.16
16:02,5.62,122778.92
19:37,5.55,87222.27
15:53,6.16,83895.86
21:13,6.85,108802.67
12:35,6.13,97117.18
18:17,7.67,176521.88
16:46,8.2,174586.01
03:40,8.27,161245.45
11:17,1.45,22814.39
08:02,5.03,109257.38
18:09,2.82,59860.67
11:48,7.6,111643.09
08:38,1.43,28287.89
06:46,9.34,136248.0
13:00,2.91,44243.08
19:26,2.59,41852.82
18:56,5.36,117011.39
14:26,3.72,57156.78
15:10,10.91,152676.33
20:48,8.86,129014.46
04:04,3.47,67144.48
02:06,7.55,141465.9
11:18,3.41,51651.86
19:56,3.4,48431.81
20:55,6.41,93764.8
03:28,9.28,157491.63
20:14,3.59,52340.44
22:34,3.73,63301.91
15:46,5.21,82767.51
06:36,2.87,39388.81
12:54,9.8,137913.03
20:11,2.85,44424.65
09:29,3.27,72518.05
06:19,10.84,177775.45
13:36,4.99,79868.95
04:02,11.84,202933.99
02:08,4.02,69711.47
22:57,15.8,301898.02
10:40,6.1,98579.06
10:38,3.08,47445.16
17:25,3.05,66982.72
14:01,2.16,30651.34
11:22,2.28,36679.86
08:22,3.22,64828.03
09:58,2.73,58649.26
11:20,1.23,20258.03
16:15,6.83,157792.37
05:08,6.6,114070.2
06:12,5.23,75020.8
13:27,2.54,35010.2
12:26,10.21,158858.97
07:50,4.1,86320.63
09:51,2.95,59446.03
08:16,5.03,101609.19
17:37,4.89,102866.33
01:35,1.28,24921.07
04:00,4.41,83774.34
04:17,4.76,84170.59
05:50,3.71,71716.11
18:08,2.31,53310.29
07:12,2.35,51101.72
15:39,5.8,90056.88
12:54,6.56,103435.12
00:44,3.58,60944.42
21:14,5.43,82402.14
19:42,3.56,57204.53
16:43,2.93,61601.78
06:45,4.99,69199.97
12:03,2.52,35919.89
03:32,11.55,200828.77
03:23,2.18,37236.24
05:35,5.17,94897.31
18:50,4.83,105719.21
11:40,4.62,64583.42
21:09,9.41,152594.84
06:35,1.17,18232.58
09:19,5.51,111434.48
18:40,3.91,86324.46
06:44,6.0,94355.69
02:43,4.61,86926.17
12:10,4.32,60560.23
12:11,2.45,39969.01
17:17,3.2,74759.57
19:29,21.45,344721.45
07:43,6.03,120163.86
08:47,7.59,151188.56
06:36,3.76,54184.65
00:19,2.92,48776.13
02:24,6.61,110829.88
12:11,1.73,24098.71
16:20,3.24,74894.19
23:24,3.75,62274.62
00:10,7.19,120406.91
05:08,5.51,106553.43
20:49,3.54,48650.37
05:24,5.39,97620.02
11:34,3.85,59417.57
12:51,7.65,125313.97
12:31,5.04,81699.92
14:48,10.68,158275.51
20:13,3.9,63681.36
15:00,8.27,122377.24
21:16,4.69,72724.35
20:24,3.16,45157.47
10:58,16.46,253610.49
04:07,8.63,156267.74
03:04,5.04,92312.72
02:04,6.57,121919.09
18:40,2.61,56147.96
19:34,2.66,38247.78
17:18,7.82,181557.68
14:22,4.49,62856.02
08:08,4.15,85124.16
16:53,3.88,89255.3
13:29,4.84,78885.16
14:49,3.95,54171.77
00:15,1.62,29284.48
20:32,9.1,125043.9
21:01,4.24,62072.28
21:13,11.2,157069.51
02:45,1.86,34256.45
15:00,1.85,29232.22
22:25,3.91,67332.51
10:57,7.31,114263.8
11:24,2.44,36144.45
09:15,2.39,48612.38
15:14,5.4,81344.71
07:25,3.83,79102.4
05:46,5.88,101125.99
11:43,3.87,60987.47
23:15,5.43,102651.27
20:13,8.87,141096.58
07:28,2.44,50338.44
03:23,8.1,137842.5
07:46,1.91,42095.19
17:54,6.08,133640.81
04:14,9.11,170804.39
08:18,3.45,75704.7
03:07,6.19,116323.08
21:33,3.51,51532.79
16:01,6.01,143017.4
08:26,1.45,31121.39
00:09,4.86,88587.91
20:34,5.46,85162.76
19:22,8.78,119691.9
12:48,7.12,104432.16
15:07,4.13,66746.97
12:27,5.12,71657.07
13:22,2.17,32063.68
02:03,10.2,180637.31
05:13,6.33,111237.31
17:52,1.77,40098.71
18:41,5.07,121579.94
04:28,5.27,90921.73
14:00,3.04,47524.81
01:03,4.7,88314.55
09:31,2.89,61515.01
23:32,2.22,37286.42
17:48,3.3,74921.83
12:25,4.88,79890.62
04:16,7.13,124943.5
22:38,4.64,85481.11
23:22,7.16,138822.21
00:31,6.2,117119.46
21:51,2.67,41567.59
00:14,6.18,119883.14
17:12,6.26,134689.34
14:59,10.71,169366.44
16:01,5.5,122283.58
10:59,2.42,35247.78
20:18,3.4,51169.1
21:23,1.77,24140.32
16:44,5.78,126905.19
12:23,10.25,143443.96
00:10,1.36,22935.6
01:58,10.47,183277.75
08:21,5.75,125890.88
02:14,2.62,44745.13
00:09,5.1,92198.27
20:40,2.66,41863.76
15:26,5.59,79444.94
22:59,4.63,89154.02
05:08,5.28,100920.55
16:51,2.83,61578.12
04:27,3.04,59273.29
04:00,5.76,106600.42
05:16,3.49,60503.89
02:30,4.83,89533.0
20:43,5.62,87116.89
22:09,4.01,73459.77
04:36,7.98,148799.07
20:28,4.08,58430.04
04:17,4.02,78209.29
09:46,3.27,72134.59
09:37,7.54,163860.79
18:38,3.15,66331.78
16:48,8.39,191089.09
20:05,4.86,75949.86
13:39,17.13,275206.65
08:11,3.22,71957.84
13:52,8.48,137763.67
00:13,5.78,102484.31
18:43,3.47,82117.81
12:54,5.82,78625.49
12:09,5.68,82712.61
03:53,3.8,63936.17
00:19,5.55,106314.48
16:14,8.02,190705.74
07:30,5.79,117298.46
01:06,3.63,63970.12
07:57,3.53,79329.67
06:40,4.29,65200.78
01:09,7.82,140627.13
21:09,3.07,46119.82
21:47,5.45,84995.91
02:38,2.05,39732.23
17:27,6.03,133336.68
11:29,6.53,91489.65
00:36,12.35,210662.31
21:54,7.12,96529.65
11:02,3.67,55616.0
04:49,2.08,40131.43
16:42,5.8,134105.62
15:14,3.81,62706.76
14:20,5.3,85955.11
22:51,3.13,56200.25
14:36,4.11,61482.85
04:55,1.92,35217.61
20:11,2.66,36742.72
13:03,2.48,37929.28
01:46,6.93,124059.47
10:08,2.96,45721.39
18:38,8.93,202580.52
06:41,2.98,42977.2
05:27,12.78,234192.11
01:22,1.69,29766.11
05:44,5.54,94659.41
17:39,4.57,105202.69
01:43,2.45,42599.53
17:21,3.4,80529.13
14:23,3.93,55445.03
18:50,5.08,115778.93
01:57,2.81,51111.92
19:25,5.54,78128.46
05:29,4.76,84788.87
00:32,6.62,122584.53
23:15,2.91,50829.58
14:21,3.65,50552.09
22:48,9.22,169094.14
09:56,2.85,57471.8
18:49,2.23,51479.59
16:42,3.27,76884.6
04:17,1.84,31111.14
03:06,10.34,184263.27
09:49,3.89,81064.2
23:25,3.91,71928.17
16:07,6.5,142943.93
09:05,3.12,64718.22
16:29,4.02,84628.31
19:38,3.08,42672.73
23:22,1.86,33934.52
04:31,4.6,78825.95
01:21,7.48,126744.25
05:41,4.66,81476.77
20:42,7.1,99313.53
01:56,2.59,43217.54
12:44,3.07,44116.77
10:08,2.35,32832.34
10:30,5.38,85582.76
15:06,3.82,52337.5
10:08,3.75,59075.95
18:12,6.26,138692.31
14:57,3.54,54927.94
22:02,7.69,128089.67
22:34,5.04,97122.09
15:32,3.73,58972.46
10:20,2.06,28718.91
21:30,6.24,88393.7
15:51,5.16,79671.37
07:33,5.29,117746.75
03:31,5.37,95850.01
07:56,3.44,72090.68
03:34,4.16,71521.72
23:14,3.56,62891.14
02:55,8.37,145341.89
02:31,3.91,68551.92
17:05,3.29,69258.13
18:44,8.67,183048.87
18:20,8.21,189105.84
20:32,5.04,78409.96
04:31,4.2,73459.53
17:51,3.71,87694.43
09:18,4.38,88992.48
21:32,2.89,42505.4
20:27,5.71,89565.48
05:30,10.24,191792.8
00:20,5.94,113310.73
04:53,2.58,42820.28
08:33,5.63,112825.59
11:14,4.94,76175.96
13:13,5.6,81312.71
01:18,2.97,49474.88
16:42,4.49,102171.92
13:14,6.97,102307.43
12:05,2.62,38301.69
08:51,3.58,72654.76
14:08,3.88,52462.3
21:36,7.38,103709.95
14:19,7.95,118704.07
23:33,1.72,29806.07
10:37,7.38,118986.68
15:25,8.08,112555.95
16:17,7.83,184877.31
03:27,3.44,60920.43
00:54,4.0,69227.28
07:50,2.05,41781.57
16:08,1.57,34574.66
02:31,3.74,67404.24
19:58,4.66,67804.29
14:52,4.9,75599.61
14:55,6.76,99837.39
23:58,20.71,383425.52
21:05,3.68,56301.72
13:13,2.64,37630.09
22:27,5.89,111525.66
13:57,5.01,79618.63
23:23,3.36,65461.16
01:12,7.07,120315.54
12:42,2.99,47910.62
13:11,4.2,67729.76
23:50,4.33,79704.86
18:18,2.79,62834.85
06:20,1.91,31209.0
02:26,5.0,97093.98
14:57,8.88,137051.03
22:18,7.25,127375.28
13:23,7.49,119516.25
10:25,3.01,41382.38
14:44,4.99,71686.46
12:27,2.2,36185.21
17:45,4.88,114323.19
05:55,8.97,173376.97
02:17,9.11,166661.68
18:43,12.37,274885.02
14:35,7.35,120813.72
22:41,5.69,99084.05
04:28,6.94,130287.16
09:16,6.3,133365.09
06:03,2.99,42461.37
16:43,2.1,44227.73
06:44,6.97,102095.42
21:58,12.76,193294.75
11:28,7.11,99940.76
16:03,1.74,38771.89
12:09,3.46,53046.87
19:24,4.06,63547.66
03:30,1.77,29514.53
09:02,2.25,48388.27
02:46,4.4,73337.57
08:01,5.11,100038.84
12:56,2.74,38205.94
17:24,2.2,50517.73
14:48,8.14,111164.64
03:05,3.7,61306.63
14:25,3.98,55083.99
21:07,3.41,55748.0
01:34,3.05,58583.85
14:26,8.6,118286.98
07:24,2.89,58922.72
07:17,4.9,109541.62
16:53,4.5,95845.12
11:00,1.69,23322.21
18:47,5.06,107469.52
09:38,2.07,46450.6
08:02,6.16,133806.24
04:54,2.48,42453.45
05:03,5.82,96804.07
19:40,3.62,59279.74
01:36,3.2,56866.88
23:50,4.98,91096.37
12:14,2.15,30782.77
05:07,4.33,81281.64
04:37,6.63,113255.05
00:49,7.55,142363.62
20:18,3.56,50468.51
21:55,3.83,52767.13
20:46,2.13,31748.79
05:25,3.08,58317.43
05:38,2.05,36268.18
22:09,5.58,92631.87
15:37,6.83,103517.33
03:13,3.57,66214.19
10:48,2.64,41510.66
23:40,5.23,92572.0
22:18,2.9,48757.73
08:29,6.27,133281.91
22:04,11.8,206286.69
02:54,2.88,55700.73
18:30,3.09,69619.11
07:06,2.16,45185.09
04:18,4.82,84024.75
03:30,4.66,81630.04
23:51,3.91,70613.1
05:57,4.52,78703.86
01:38,2.66,51002.25
19:23,1.95,28909.75
10:33,3.07,44081.04
03:56,1.72,29179.34
14:22,2.88,44686.68
05:47,5.23,86738.83
21:44,4.62,68568.39
16:39,1.85,41816.23
23:05,7.57,132685.21
05:37,4.07,76239.46
18:40,2.34,53893.23
01:35,3.74,72517.44
14:26,3.35,50314.64
10:10,2.9,43891.25
07:04,6.73,136160.53
18:56,2.58,57109.26
12:16,4.92,66750.65
11:51,2.29,35678.46
04:06,4.4,76709.39
05:26,5.12,92738.94
21:46,5.12,73074.28
03:56,4.67,85690.91
18:14,3.98,88853.96
19:45,2.63,39344.99
00:12,2.65,51175.95
19:10,5.2,81277.51
16:59,2.39,51963.9
11:44,2.13,31927.91
14:25,9.16,136489.46
00:21,3.94,74330.24
13:27,6.16,98504.29
05:23,6.94,120344.15
04:28,4.6,87188.91
10:08,3.71,52113.06
03:41,3.74,70340.12
12:03,10.01,142667.43
10:48,3.39,48783.55
02:45,4.9,93286.14
00:55,6.29,111678.14
05:17,5.08,98920.54
17:42,7.71,165370.46
23:15,3.69,66084.65
09:32,6.28,136164.71
04:28,1.83,30175.53
22:38,8.79,149016.03
09:59,7.86,153717.49
11:09,3.85,63424.59
01:08,5.58,104827.01
12:58,7.0,102306.1
07:30,2.67,53265.95
01:27,4.17,69923.17
19:59,2.33,35217.26
00:56,7.92,153839.02
04:02,6.76,125265.87
08:53,3.89,80205.66
16:54,3.67,82696.07
08:13,4.16,93586.94
10:57,2.86,43084.69
14:24,4.11,67343.84
23:14,2.67,44144.37
05:01,7.02,131066.21
22:23,7.91,145447.0
02:13,7.19,133404.93
16:47,2.47,56024.01
04:06,4.04,67163.84
11:35,6.0,83742.81
17:49,6.58,156439.09
13:23,1.79,25373.96
20:26,6.49,106945.59
23:36,2.41,44622.13
10:37,4.15,61551.64
08:29,8.4,187081.02
01:26,7.85,148324.28
11:38,8.7,128612.81
02:14,2.63,43930.97
02:25,2.98,56843.42
00:00,3.38,63573.5
07:55,4.17,91103.51
21:03,4.99,78587.38
07:28,8.49,172533.34
10:56,2.82,45288.58
08:00,3.27,63836.89
04:42,9.13,157184.05
13:49,2.51,34242.21
02:45,6.45,108494.08
20:21,4.29,64727.18
04:10,5.44,90391.32
04:09,2.99,50913.14
18:58,6.38,138492.81
13:16,3.23,49975.9
03:35,2.2,39462.95
12:55,5.7,84751.0
09:46,1.28,27955.35
17:25,3.37,75469.39
07:47,5.18,106506.85
07:20,6.55,146552.87
06:12,8.28,111920.7
07:08,10.9,222538.5
13:10,9.35,143389.82
18:10,4.93,115157.83
05:05,7.87,149093.36
00:00,4.89,81431.24
22:53,6.32,117634.95
